Interval,Hamming,Sample rate,Bit Rate,Total Errors,Error Rate,Corrected Errors,Correction Rate,Meaningful Errors,Throughput,Transfer Time,Accuracy,Raw message,Message,String
3000,False,10,0.3333333333333333,0,0.0,N/A,N/A,0,0.3333333333333333,96.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
3000,True,10,0.3333333333333333,2,0.041666666666666664,0,0.0,1,0.2222222222222222,144.0,96.875,011001101100001111100111110110111000000111000110,011010000110111101101100011000110,holc*
3000,False,10,0.3333333333333333,0,0.0,N/A,N/A,0,0.3333333333333333,96.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
3000,True,10,0.3333333333333333,5,0.10416666666666667,0,0.0,2,0.2152777777777778,144.0,93.75,011001101100001111100111110110110000001111000111,011010000110111101101100111000111,holã*
3000,False,10,0.3333333333333333,0,0.0,N/A,N/A,0,0.3333333333333333,96.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
3000,True,10,0.3333333333333333,5,0.10416666666666667,2,0.041666666666666664,3,0.20833333333333334,144.0,90.625,011001101100001111100111100110110000001111000110,011010000110111101101110111000110,honã*
3000,False,10,0.3333333333333333,0,0.0,N/A,N/A,0,0.3333333333333333,96.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
3000,True,10,0.3333333333333333,5,0.10416666666666667,2,0.041666666666666664,4,0.2013888888888889,144.0,87.5,011001101100001111100111100110110000000000000110,011010000110111101101110000000110,hon**
3000,False,10,0.3333333333333333,1,0.03125,N/A,N/A,1,0.3229166666666667,96.0,96.875,01100000011011110110110001100001,01100000011011110110110001100001,*ola
3000,True,10,0.3333333333333333,0,0.0,0,0.0,0,0.22916666666666666,144.0,100.0,011001101100001111100111110110111000000101000010,011010000110111101101100011000010,hola*
3000,False,10,0.3333333333333333,0,0.0,N/A,N/A,0,0.3333333333333333,96.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
3000,True,10,0.3333333333333333,4,0.08333333333333333,1,0.020833333333333332,1,0.2222222222222222,144.0,96.875,011001101100001111100111100110110000000111000110,011010000110111101101100011000110,holc*
3000,False,10,0.3333333333333333,0,0.0,N/A,N/A,0,0.3333333333333333,96.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
3000,True,10,0.3333333333333333,3,0.0625,0,0.0,1,0.2222222222222222,144.0,96.875,011001101100001111100111110110110000000111000110,011010000110111101101100011000110,holc*
3000,False,10,0.3333333333333333,0,0.0,N/A,N/A,0,0.3333333333333333,96.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
3000,True,10,0.3333333333333333,1,0.020833333333333332,1,0.020833333333333332,0,0.22916666666666666,144.0,100.0,011001101100001111100111110110111000000111000010,011010000110111101101100011000010,hola*
3000,False,10,0.3333333333333333,3,0.09375,N/A,N/A,3,0.3020833333333333,96.0,90.625,01100000011011110110110001000011,01100000011011110110110001000011,*olC
3000,True,10,0.3333333333333333,2,0.041666666666666664,0,0.0,1,0.2222222222222222,144.0,96.875,011001101100001111100111110110111000000111000110,011010000110111101101100011000110,holc*
3000,False,10,0.3333333333333333,0,0.0,N/A,N/A,0,0.3333333333333333,96.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
3000,True,10,0.3333333333333333,3,0.0625,0,0.0,1,0.2222222222222222,144.0,96.875,011001101100001111100111110110110000000111000110,011010000110111101101100011000110,holc*
3000,False,10,0.3333333333333333,0,0.0,N/A,N/A,0,0.3333333333333333,96.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
3000,True,10,0.3333333333333333,4,0.08333333333333333,1,0.020833333333333332,1,0.2222222222222222,144.0,96.875,011001101100001111100111110111110000000111000000,011010000110111101101100011000000,hol**
3000,False,10,0.3333333333333333,0,0.0,N/A,N/A,0,0.3333333333333333,96.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
3000,True,10,0.3333333333333333,3,0.0625,2,0.041666666666666664,0,0.22916666666666666,144.0,100.0,011001101100001111100111100110110000000101000110,011010000110111101101100011000010,hola*
3000,False,10,0.3333333333333333,2,0.0625,N/A,N/A,2,0.3125,96.0,93.75,01101000011011110110110011100011,01101000011011110110110011100011,holã
3000,True,10,0.3333333333333333,1,0.020833333333333332,1,0.020833333333333332,0,0.22916666666666666,144.0,100.0,011001101100001111100111110110111000000111000010,011010000110111101101100011000010,hola*
3000,False,10,0.3333333333333333,0,0.0,N/A,N/A,0,0.3333333333333333,96.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
3000,True,10,0.3333333333333333,1,0.020833333333333332,1,0.020833333333333332,0,0.22916666666666666,144.0,100.0,011001101100001111100111110110111000000111000010,011010000110111101101100011000010,hola*
3000,False,10,0.3333333333333333,1,0.03125,N/A,N/A,1,0.3229166666666667,96.0,96.875,01100000011011110110110001100001,01100000011011110110110001100001,*ola
