Interval,Hamming,Sample rate,Bit Rate,Total Errors,Error Rate,Corrected Errors,Correction Rate,Meaningful Errors,Throughput,Transfer Time,Accuracy,Raw message,Message,String
300,True,10,3.3333333333333335,17,0.3541666666666667,3,0.0625,13,1.388888888888889,14.399999999999999,59.375,001101101000011110000111001001010001010101001010,110000001110111010110111011101010,Àî*u*
300,False,10,3.3333333333333335,8,0.25,N/A,N/A,8,2.5,9.6,75.0,01101000111011100110001000110011,01101000111011100110001000110011,hîb3
300,True,10,3.3333333333333335,21,0.4375,1,0.020833333333333332,17,1.1111111111111112,14.399999999999999,46.875,011001111001011111101110101001100010110100111000,011100101110110010011001010111000,rì***
300,False,10,3.3333333333333335,9,0.28125,N/A,N/A,9,2.3958333333333335,9.6,71.875,01101101011011100110110011001110,01101101011011100110110011001110,mnlÎ
300,True,10,3.3333333333333335,21,0.4375,2,0.041666666666666664,17,1.1111111111111112,14.399999999999999,46.875,011001011001111110010111010101011011001001100101,010100111111110101010110101100101,SýV²*
300,False,10,3.3333333333333335,13,0.40625,N/A,N/A,13,1.9791666666666667,9.6,59.375,01010000111011100100001001011000,01010000111011100100001001011000,PîBX
300,True,10,3.3333333333333335,20,0.4166666666666667,1,0.020833333333333332,15,1.2500000000000002,14.399999999999999,53.125,011001101001001101101111100101000001011010011001,011000100110111001010011100011001,bnS**
300,False,10,3.3333333333333335,10,0.3125,N/A,N/A,10,2.291666666666667,9.6,68.75,01101001011001100010100111000111,01101001011001100010100111000111,if*Ç
300,True,10,3.3333333333333335,18,0.375,2,0.041666666666666664,10,1.5972222222222223,14.399999999999999,68.75,011000011000010110101111001010100010100101101010,000100001110111000101000011101010,*î*u*
300,False,10,3.3333333333333335,13,0.40625,N/A,N/A,13,1.9791666666666667,9.6,59.375,01001100111010110001100011001010,01001100111010110001100011001010,Lë*Ê
300,True,10,3.3333333333333335,21,0.4375,0,0.0,13,1.388888888888889,14.399999999999999,59.375,011001011010011100001110110100010100010110100101,010101001110110101000101010100101,TíER*
300,False,10,3.3333333333333335,15,0.46875,N/A,N/A,15,1.7708333333333335,9.6,53.125,01001100001001100101001110000101,01001100001001100101001110000101,L*S*
300,True,10,3.3333333333333335,24,0.5,0,0.0,17,1.1111111111111112,14.399999999999999,46.875,010011011000011011011011011011000000101001010100,010100001101011110110000101010100,P**ª*
300,False,10,3.3333333333333335,14,0.4375,N/A,N/A,14,1.875,9.6,56.25,01110000001011101101100010010100,01110000001011101101100010010100,p*Ø*
300,True,10,3.3333333333333335,24,0.5,2,0.041666666666666664,15,1.2500000000000002,14.399999999999999,53.125,001001011100001110001110010011000101111010101000,010110000110110100110111100111000,Xm7**
300,False,10,3.3333333333333335,14,0.4375,N/A,N/A,14,1.875,9.6,56.25,01001010101001110011001011000010,01001010101001110011001011000010,J*2Â
300,True,10,3.3333333333333335,23,0.4791666666666667,1,0.020833333333333332,16,1.1805555555555556,14.399999999999999,50.0,001101001000011011001111101011000100110000011000,110000001110111010110001000011000,Àî***
300,False,10,3.3333333333333335,20,0.625,N/A,N/A,20,1.25,9.6,37.5,00110000100110101010011100010110,00110000100110101010011100010110,0***
300,True,10,3.3333333333333335,27,0.5625,1,0.020833333333333332,19,0.9722222222222223,14.399999999999999,40.625,011101001001011110001010110011000101111010011001,110000101110010100110011100011001,Âå3**
300,False,10,3.3333333333333335,17,0.53125,N/A,N/A,17,1.5625,9.6,46.875,01100001001001001011001010010101,01100001001001001011001010010101,a*²*
300,True,10,3.3333333333333335,19,0.3958333333333333,2,0.041666666666666664,12,1.4583333333333335,14.399999999999999,62.5,011101010010011101011111010110100001100100110010,110101001111111101101010010110011,ÔÿjY*
300,False,10,3.3333333333333335,18,0.5625,N/A,N/A,18,1.4583333333333335,9.6,43.75,01001000000010101001001010010100,01001000000010101001001010010100,H***
300,True,10,3.3333333333333335,18,0.375,0,0.0,13,1.388888888888889,14.399999999999999,59.375,011101101100100111000111001101000011010101001001,111010010010111011010011011001001,é*Ód*
300,False,10,3.3333333333333335,14,0.4375,N/A,N/A,14,1.875,9.6,56.25,01100001011011001010000110000100,01100001011011001010000110000100,al**
300,True,10,3.3333333333333335,21,0.4375,2,0.041666666666666664,12,1.4583333333333335,14.399999999999999,62.5,010001011001010111001111010110001001110011101001,010100101010111101100111001001001,R*g**
300,False,10,3.3333333333333335,13,0.40625,N/A,N/A,13,1.9791666666666667,9.6,59.375,00101000011011110001000110010100,00101000011011110001000110010100,*o**
300,True,10,3.3333333333333335,22,0.4583333333333333,2,0.041666666666666664,15,1.2500000000000002,14.399999999999999,53.125,011101010101111001001001010111001010110101100000,110110111110001101110001001100000,Ûãq0*
300,False,10,3.3333333333333335,17,0.53125,N/A,N/A,17,1.5625,9.6,46.875,01010010101011101101000100101100,01010010101011101101000100101100,R*Ñ*
300,True,10,3.3333333333333335,15,0.3125,1,0.020833333333333332,9,1.6666666666666667,14.399999999999999,71.875,001000101110011111101110011000110010100101001011,101011001110110110001100011001011,*í*e*
300,False,10,3.3333333333333335,12,0.375,N/A,N/A,12,2.0833333333333335,9.6,62.5,00111000111101010111010101011001,00111000111101010111010101011001,8õuY
300,True,10,3.3333333333333335,20,0.4166666666666667,2,0.041666666666666664,16,1.1805555555555556,14.399999999999999,50.0,001100010101101111100011010010110011011101100101,100100110110001100101111111100101,*c*ò*
300,False,10,3.3333333333333335,16,0.5,N/A,N/A,16,1.6666666666666667,9.6,50.0,01010101001101100100101011001101,01010101001101100100101011001101,U6JÍ
300,True,10,3.3333333333333335,19,0.3958333333333333,3,0.0625,14,1.3194444444444446,14.399999999999999,56.25,011010111001011111100110111101010010101001010001,001110101110110111010100101010101,*íÔª*
300,False,10,3.3333333333333335,13,0.40625,N/A,N/A,13,1.9791666666666667,9.6,59.375,00100000011011100011000110101010,00100000011011100011000110101010,*n1ª
300,True,10,3.3333333333333335,22,0.4583333333333333,1,0.020833333333333332,10,1.5972222222222223,14.399999999999999,68.75,011000110100111100011101010010010010101011010011,001110011111101100100100101000011,9û***
300,False,10,3.3333333333333335,18,0.5625,N/A,N/A,18,1.4583333333333335,9.6,43.75,01000010010111101001010110011000,01000010010111101001010110011000,B***
300,True,10,3.3333333333333335,23,0.4791666666666667,1,0.020833333333333332,16,1.1805555555555556,14.399999999999999,50.0,011011010010111000111100110110001101010001100000,010101011101110101100011001100000,UÝc0*
300,False,10,3.3333333333333335,15,0.46875,N/A,N/A,15,1.7708333333333335,9.6,53.125,00101110001011100101000110000100,00101110001011100101000110000100,**Q*
300,True,10,3.3333333333333335,13,0.2708333333333333,0,0.0,11,1.527777777777778,14.399999999999999,65.625,011001101100001111100111100101100000001000011101,011010000110111001011000100011101,hnX**
300,False,10,3.3333333333333335,17,0.53125,N/A,N/A,17,1.5625,9.6,46.875,00110101011011100101001010010100,00110101011011100101001010010100,5nR*
