Interval,Hamming,Sample rate,Bit Rate,Total Errors,Error Rate,Corrected Errors,Correction Rate,Meaningful Errors,Throughput,Transfer Time,Accuracy,Raw message,Message,String
1000,False,10,1.0,12,0.375,N/A,N/A,12,0.625,32.0,62.5,01111000111111101101100011000010,01111000111111101101100011000010,xþØÂ
1000,True,10,1.0,2,0.041666666666666664,0,0.0,0,0.6875,48.0,100.0,011001101100001111100111110110111000000111000011,011010000110111101101100011000011,hola*
1000,False,10,1.0,12,0.375,N/A,N/A,12,0.625,32.0,62.5,01111000110111101100100011000010,01111000110111101100100011000010,xÞÈÂ
1000,True,10,1.0,21,0.4375,3,0.0625,17,0.3333333333333333,48.0,46.875,010011011000011111001111101101100000001010001100,110100001110111010011000100001101,Ðî***
1000,False,10,1.0,13,0.40625,N/A,N/A,13,0.59375,32.0,59.375,01110000110111101100100011000010,01110000110111101100100011000010,pÞÈÂ
1000,True,10,1.0,15,0.3125,1,0.020833333333333332,12,0.4375,48.0,62.5,011001111100011111001111101101110000001010000100,011111001110111011011100100000100,*îÜ**
1000,False,10,1.0,1,0.03125,N/A,N/A,1,0.96875,32.0,96.875,01101100011011110110110001100001,01101100011011110110110001100001,lola
1000,True,10,1.0,17,0.3541666666666667,1,0.020833333333333332,12,0.4375,48.0,62.5,011011011000011111001111101101110000001110000100,010100001110111011011100110000100,PîÜÂ*
1000,False,10,1.0,0,0.0,N/A,N/A,0,1.0,32.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
1000,True,10,1.0,7,0.14583333333333334,2,0.041666666666666664,7,0.5416666666666666,48.0,78.125,011001101100001111000111100100110000011101000110,011010000110110001001101111000100,hlMâ*
1000,False,10,1.0,1,0.03125,N/A,N/A,1,0.96875,32.0,96.875,01101000011011110110110001100011,01101000011011110110110001100011,holc
1000,True,10,1.0,18,0.375,2,0.041666666666666664,15,0.375,48.0,53.125,011011011000011111000111101000110000001010001100,010100001110101010001100100001101,Pê***
1000,False,10,1.0,2,0.0625,N/A,N/A,2,0.9375,32.0,93.75,01111000011011010110110001100001,01111000011011010110110001100001,xmla
1000,True,10,1.0,13,0.2708333333333333,0,0.0,9,0.5,48.0,71.875,011001101100001111001111100100000000001110001100,011010000110111001000000110001100,hn*Æ*
1000,False,10,1.0,0,0.0,N/A,N/A,0,1.0,32.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
1000,True,10,1.0,20,0.4166666666666667,2,0.041666666666666664,16,0.3541666666666667,48.0,50.0,010011011000011111001111101101100000001010000100,110100001110111010011000100000100,Ðî***
1000,False,10,1.0,12,0.375,N/A,N/A,12,0.625,32.0,62.5,01011001111111100101100011000011,01011001111111100101100011000011,YþXÃ
1000,True,10,1.0,18,0.375,2,0.041666666666666664,15,0.375,48.0,53.125,011001111000011111001111101101100000001010001100,011100001110111010011000100001101,pî***
1000,False,10,1.0,12,0.375,N/A,N/A,12,0.625,32.0,62.5,01000001010011101100100011000010,01000001010011101100100011000010,ANÈÂ
