Interval,Hamming,Sample rate,Bit Rate,Total Errors,Error Rate,Corrected Errors,Correction Rate,Meaningful Errors,Throughput,Transfer Time,Accuracy,Raw message,Message,String
3000,False,10,0.3333333333333333,8,0.25,N/A,N/A,8,0.25,96.0,75.0,11100000011111111111110000000011,11100000011111111111110000000011,à*ü*
3000,False,10,0.3333333333333333,11,0.34375,N/A,N/A,11,0.21875,96.0,65.625,11100000011011111111111111111111,11100000011011111111111111111111,àoÿÿ
3000,False,10,0.3333333333333333,5,0.15625,N/A,N/A,5,0.28125,96.0,84.375,11101000011011110111110000000000,11101000011011110111110000000000,èo**
3000,False,10,0.3333333333333333,9,0.28125,N/A,N/A,9,0.23958333333333334,96.0,71.875,11111000011111100100000001000011,11111000011111100100000001000011,ø**C
3000,False,10,0.3333333333333333,16,0.5,N/A,N/A,16,0.16666666666666666,96.0,50.0,11111111111111111111111111111111,11111111111111111111111111111111,ÿÿÿÿ
3000,False,10,0.3333333333333333,16,0.5,N/A,N/A,16,0.16666666666666666,96.0,50.0,00000000000000000000000000000000,00000000000000000000000000000000,****
