Interval,Hamming,Sample rate,Bit Rate,Total Errors,Error Rate,Corrected Errors,Correction Rate,Meaningful Errors,Throughput,Transfer Time,Accuracy,Raw message,Message,String
5000,True,10,0.2,2,0.041666666666666664,0,0.0,1,0.13333333333333333,240.0,96.875,011001101100001111100111110110111000000111000000,011010000110111101101100011000000,hol**
5000,False,10,0.2,0,0.0,N/A,N/A,0,0.2,160.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
5000,True,10,0.2,3,0.0625,0,0.0,1,0.13333333333333333,240.0,96.875,011001101100001111100111110110110000000111000110,011010000110111101101100011000110,holc*
5000,False,10,0.2,0,0.0,N/A,N/A,0,0.2,160.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
5000,True,10,0.2,6,0.125,1,0.020833333333333332,5,0.11666666666666667,240.0,84.375,011001101100001111100111100100110000001111000110,011010000110111001001110111000110,hnNã*
5000,False,10,0.2,1,0.03125,N/A,N/A,1,0.19375,160.0,96.875,01100000011011110110110001100001,01100000011011110110110001100001,*ola
5000,True,10,0.2,3,0.0625,0,0.0,1,0.13333333333333333,240.0,96.875,011001101100001111100111110110110000000111000110,011010000110111101101100011000110,holc*
5000,False,10,0.2,0,0.0,N/A,N/A,0,0.2,160.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
5000,True,10,0.2,2,0.041666666666666664,0,0.0,1,0.13333333333333333,240.0,96.875,011001101100001111100111110110111000000111000000,011010000110111101101100011000000,hol**
5000,False,10,0.2,0,0.0,N/A,N/A,0,0.2,160.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
5000,True,10,0.2,2,0.041666666666666664,0,0.0,1,0.13333333333333333,240.0,96.875,011001101100001111100111110110111000000111000000,011010000110111101101100011000000,hol**
5000,False,10,0.2,1,0.03125,N/A,N/A,1,0.19375,160.0,96.875,01100000011011110110110001100001,01100000011011110110110001100001,*ola
5000,True,10,0.2,2,0.041666666666666664,0,0.0,1,0.13333333333333333,240.0,96.875,011001101100001111100111110110111000000111000000,011010000110111101101100011000000,hol**
5000,False,10,0.2,0,0.0,N/A,N/A,0,0.2,160.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
5000,True,10,0.2,5,0.10416666666666667,2,0.041666666666666664,3,0.125,240.0,90.625,011001101100001111100111100110110000001111000110,011010000110111101101110111000110,honã*
5000,False,10,0.2,1,0.03125,N/A,N/A,1,0.19375,160.0,96.875,01101000011011110110110001100011,01101000011011110110110001100011,holc
5000,True,10,0.2,3,0.0625,0,0.0,1,0.13333333333333333,240.0,96.875,011001101100001111100111110110110000000111000110,011010000110111101101100011000110,holc*
5000,False,10,0.2,0,0.0,N/A,N/A,0,0.2,160.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
5000,True,10,0.2,2,0.041666666666666664,0,0.0,1,0.13333333333333333,240.0,96.875,011001101100001111100111110110111000000111000000,011010000110111101101100011000000,hol**
5000,False,10,0.2,1,0.03125,N/A,N/A,1,0.19375,160.0,96.875,01101000011011110110110001100011,01101000011011110110110001100011,holc
5000,True,10,0.2,3,0.0625,0,0.0,3,0.125,240.0,90.625,011001101100001111100111110110111000000000000000,011010000110111101101100000000000,hol**
5000,False,10,0.2,1,0.03125,N/A,N/A,1,0.19375,160.0,96.875,01100000011011110110110001100001,01100000011011110110110001100001,*ola
5000,True,10,0.2,6,0.125,1,0.020833333333333332,5,0.11666666666666667,240.0,84.375,011001101100001111100111100100110000001111000110,011010000110111001001110111000110,hnNã*
5000,False,10,0.2,0,0.0,N/A,N/A,0,0.2,160.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
5000,True,10,0.2,5,0.10416666666666667,2,0.041666666666666664,3,0.125,240.0,90.625,011001101100001111100111100110110000001111000110,011010000110111101101110111000110,honã*
5000,False,10,0.2,0,0.0,N/A,N/A,0,0.2,160.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
5000,True,10,0.2,2,0.041666666666666664,0,0.0,1,0.13333333333333333,240.0,96.875,011001101100001111100111110110111000000111000110,011010000110111101101100011000110,holc*
5000,False,10,0.2,1,0.03125,N/A,N/A,1,0.19375,160.0,96.875,01100000011011110110110001100001,01100000011011110110110001100001,*ola
5000,True,10,0.2,2,0.041666666666666664,0,0.0,1,0.13333333333333333,240.0,96.875,011001101100001111100111110110111000000111000000,011010000110111101101100011000000,hol**
5000,False,10,0.2,1,0.03125,N/A,N/A,1,0.19375,160.0,96.875,01100000011011110110110001100001,01100000011011110110110001100001,*ola
5000,True,10,0.2,3,0.0625,1,0.020833333333333332,4,0.12083333333333333,240.0,87.5,011001101100001111100111110110111000000000000110,011010000110111101101110000000110,hon**
5000,False,10,0.2,0,0.0,N/A,N/A,0,0.2,160.0,100.0,01101000011011110110110001100001,01101000011011110110110001100001,hola
