Interval,Hamming,Sample rate,Bit Rate,Total Errors,Error Rate,Corrected Errors,Correction Rate,Meaningful Errors,Throughput,Transfer Time,Accuracy,Raw message,Message,String
200,True,10,4.999999999999999,8,0.16666666666666666,0,0.0,5,2.916666666666666,9.600000000000001,84.375,011101100101001111100101100110110010000101001010,111010100110101001101100011001010,êjle*
200,False,10,5.0,14,0.4375,N/A,N/A,14,2.8125,6.4,56.25,01010100110101001011010001100001,01010100110101001011010001100001,TÔ*a
200,True,10,4.999999999999999,13,0.2708333333333333,0,0.0,9,2.4999999999999996,9.600000000000001,71.875,011000100011010110100111100110110100001001000010,001001101010111001101100101000010,**l**
200,False,10,5.0,9,0.28125,N/A,N/A,9,3.59375,6.4,71.875,00100100111010100110110011101011,00100100111010100110110011101011,*êlë
200,True,10,4.999999999999999,20,0.4166666666666667,1,0.020833333333333332,12,2.1874999999999996,9.600000000000001,62.5,010100110100101001101011010110110010110100110001,101110010100011001101101010110001,¹FmX*
200,False,10,5.0,14,0.4375,N/A,N/A,14,2.8125,6.4,56.25,01010101010111011010101001101011,01010101010111011010101001101011,U*ªk
200,True,10,4.999999999999999,17,0.3541666666666667,2,0.041666666666666664,10,2.395833333333333,9.600000000000001,68.75,001011010100101111101111010110100001101101110111,010110010111111101101010111110111,Y*jû*
200,False,10,5.0,12,0.375,N/A,N/A,12,3.125,6.4,62.5,01001101010011011111010010010001,01001101010011011111010010010001,MMô*
200,True,10,4.999999999999999,16,0.3333333333333333,2,0.041666666666666664,9,2.4999999999999996,9.600000000000001,71.875,010010101011001110110011100100110000110101001011,001001000111011001001101011001011,*vMe*
200,False,10,5.0,14,0.4375,N/A,N/A,14,2.8125,6.4,56.25,00110101001011101100111001001010,00110101001011101100111001001010,5*ÎJ
200,True,10,4.999999999999999,12,0.25,2,0.041666666666666664,9,2.4999999999999996,9.600000000000001,71.875,011011101101011110010111010110100000001101001110,011010101111110101101000101001110,jýh**
200,False,10,5.0,6,0.1875,N/A,N/A,6,4.0625,6.4,81.25,01101000011011001010010001100101,01101000011011001010010001100101,hl*e
200,True,10,4.999999999999999,17,0.3541666666666667,2,0.041666666666666664,9,2.4999999999999996,9.600000000000001,71.875,011001100100101101001100010100110000101010010110,011010010110100101001100100010110,iiL**
200,False,10,5.0,13,0.40625,N/A,N/A,13,2.96875,6.4,59.375,00101001101011100010001011001101,00101001101011100010001011001101,***Í
200,True,10,4.999999999999999,15,0.3125,3,0.0625,15,1.8749999999999998,9.600000000000001,53.125,011001011100010111000100100110100001011101100110,010110001010000001101011101100110,X*k³*
200,False,10,5.0,12,0.375,N/A,N/A,12,3.125,6.4,62.5,00110100011010101100100011000101,00110100011010101100100011000101,4jÈÅ
